Source,Position,Faculty,PostingDate,Link,Description,DueDate
UF Job Board,Department Head (new deadline),Louisiana State University,2018-08-22,http://forms.stat.ufl.edu/statistics-jobs/entry/4985/?pagenum=8,"DEPARTMENT HEADDepartment of Experimental StatisticsLSU College of Agriculture and Agricultural CenterLouisiana State University A&M and LSU Agricultural Center, Baton Rouge, LA seek candidates for Department Head of the Department of Experimental Statistics (EXST). The successful candidate will be a leader with a shared vision to guide, support, and inspire a multidisciplinary faculty and staff in their tripartite mission of scholarly teaching, research, and outreach. Provide strategic leadership and administrative direction for the integrated research, extension and teaching functions of the Department of Experimental Statistics. Provide leadership in recruiting and facilitating the professional development of faculty, staff, and students; develop departmental short and long range plans; develop undergraduate and graduate courses and curricula; and administer state, regional, national and international programs of the department. Recommend programmatic, personnel, budgetary and facilities needs, and adjustments or reassignments. Effectively manage the fiscal, human and physical resources of the unit. Effectively evaluate the performance of the department and its faculty and staff and guide their development. Facilitate working relationships with AgCenter regional, parish and station offices and with other departments. Facilitate corporate development and extramural funding activities. This position is a joint appointment between the LSU Agricultural Center and the LSU College of Agriculture with the primary appointment being through the College. The department head represents departmental interests to the administrators of the LSU Agricultural Center and the LSU and A&M campuses, and to governmental agencies; stakeholders, and industry; state, regional, and national professional organizations; and the public. The department head's responsibilities are performed in a manner that is non-discriminatory on the basis of race, creed, color, marital status, sexual orientation, religion, sex, national origin, age, mental or physical disability, or veteran's status. The department head reports to Vice President for Agriculture through the four Program Leaders of the LSU Agricultural Center campus and the Executive Associate Dean of the College of Agriculture of the LSU A&M campus.  The position will be a joint appointment funded by the LSU College of Agriculture (80%) and the LSU AgCenter (20%).GENERAL INFORMATION:The Department of Experimental statistics consists of 7 faculty members, 3 instructors, 2 staff, and 30 masters-level graduate students in applied statistics. The department currently offers a M.S. degree in Applied Statistics, an undergraduate and graduate minor, supports the university in offering undergraduate and graduate-level statistical training, and provides statistical consulting services for researcher across LSU.  EXST is in the process of creating a Ph.D. degree in Experimental Statistics and anticipates final approval by fall 2018. LSU transforms lives. Located in Baton Rouge, the capital of Louisiana, and enriched by Louisiana's natural and cultural distinctiveness, the community of learning at Louisiana's national Flagship University readies students to meet the environmental, social, economic, scientific, creative, and educational challenges that confront us locally and globally in the twenty-first century. Learning together, the students who begin their intellectual journey with us and the faculty whose research translates discovery into purpose make LSU a beacon of excellence. LSU represents the largest institution of higher education in the state and is the only public university in the state to be designated a Carnegie Research University with Very High Research Activity. Among a handful of distinguished universities to enjoy Land, Sea, and Space Grant status, LSU offers vital research opportunities for graduate and undergraduate students as it transforms new technology into enterprise and lends expertise to solve endemic problems.",2018-11-30
UF Job Board,Open-rank Doctorate-level Biostatistics Faculty Position,Kaiser Permanente Washington Health Research Institute,2018-08-22,http://forms.stat.ufl.edu/statistics-jobs/entry/4984/?pagenum=8,"The Biostatistics Unit at Kaiser Permanente Washington Health Research Institute (KPWHRI) is seeking a doctoral-level faculty researcher in biostatistics to lead independent methodological research and to collaborate with multidisciplinary research teams on observational studies and pragmatic clinical trials in a setting with access to rich electronic healthcare data. Areas of potential collaboration include aging, behavioral medicine, cancer prevention, health informatics, immunizations, mental health, and pharmacoepidemiology. KPWHRI (formerly Group Health Research Institute) is an internationally recognized research organization that conducts practical epidemiologic, health services, behavioral, and clinical research to improve health and health care (https://www.kpwashingtonresearch.org/). The Institute’s research is primarily funded through federal grants and contracts that total more than $45 million annually. KPWHRI’s position within Kaiser Permanente Washington (www.kp.org/wa), a not-for-profit health care delivery system in the Pacific Northwest, provides a natural laboratory to leverage healthcare data to study important health issues through clinical trials and observational studies. KPWHRI has over 200 employees, including a faculty of over 35 doctorate-level scientists trained in medicine, epidemiology, behavioral science, and biostatistics. The Biostatistics Unit is comprised of 6 PhD biostatistician investigators, 9 MS- or PhD-level collaborative biostatisticians, and 5 University of Washington (UW) biostatistics graduate students with collective expertise in Bayesian methods, causal inference, correlated data, large scale prediction modeling, missing data, sequential testing, spatial statistics, and survival analysis. KPWHRI is an active member of a vibrant regional research community that includes the UW, the Fred Hutchinson Cancer Research Center, and Seattle Veterans’ Affairs Medical Center. Investigator biostatisticians at KPWHRI typically have affiliate appointments at the UW Department of Biostatistics",2018-10-31
UF Job Board,Assistant/Associate Professor of Applied Statistics,The University of Alabama,2018-08-22,http://forms.stat.ufl.edu/statistics-jobs/entry/4983/?pagenum=8,"The applied statistics group, within the Department of Information Systems, Statistics, and Management Science, currently has 8 faculty members and offers M.S. and Ph.D. degrees in Applied Statistics.Founded in 1831 and located in the historic city of Tuscaloosa, The University of Alabama is the main campus of the university system and the largest in the state with a total enrollment of over 38,500 students. The Culverhouse College of Commerce, founded in 1919, now includes over 9,150 students and 150 faculty members. With a metropolitan population of about 125,000, the Tuscaloosa area offers excellent quality of life with many cultural and outdoor activities. Responsibilities include conducting and publishing academic research in high quality journals, generating external research funding, teaching courses in the undergraduate, master’s, and doctoral programs and engaging in service at a level commensurate with the level of faculty appointment.",2018-10-15
UF Job Board,Data Science/Statistics - Assistant Professor,St. Lawrence University,2018-08-20,http://forms.stat.ufl.edu/statistics-jobs/entry/4977/?pagenum=8,"Located at 23 Romoda Drive, Canton, NY, St. Lawrence University is a coeducational, private, independent liberal arts institution of about 2,400 students from more than 40 states and 40 nations. The educational opportunities at St. Lawrence inspire students and prepare them to be critical and creative thinkers, to find a compass for their lives and careers, and to pursue knowledge and understanding for the benefit of themselves, humanity and the planet. Through its focus on active engagement with ideas in and beyond the classroom, a St. Lawrence education leads students to make connections that transform lives and communities, from the local to the global.The University is committed to and seeks diversity among its faculty, staff and students. Such a commitment ensures an atmosphere that is diverse and complex in ways that are intellectually and socially enriching for the entire campus community. Applications by members of all underrepresented groups, as well as from individuals with experience teaching or working in a multicultural environment, are encouraged. St. Lawrence University is an Equal Opportunity Employer.For additional information about St. Lawrence, please visit http://www.stlawu.edu. St. Lawrence University invites applications for a new tenure-track position in Statistics or Data Science within the Department of Mathematics, Computer Science, and Statistics, at the assistant professor level to begin in August 2019. Our department currently has fourteen full-time faculty members and supports majors in all three areas and is developing a new program in Data Science. We are one of the top schools in the country in percent of students majoring in the mathematical sciences. The ideal candidate will contribute to our existing majors in Statistics and/or Computer Science as well as help us further develop our data science program. This position provides a unique opportunity to shape and develop a data science program within an active and dynamic department. The teaching load is three courses per semester and the university offers generous support for conference travel as well as an option for a pre-tenure sabbatical.",2018-10-15
UF Job Board,"Tenure Track Open Rank, Mathematical Sciences",Bentley University,2018-08-17,http://forms.stat.ufl.edu/statistics-jobs/entry/4972/?pagenum=8,"BENTLEY UNIVERSITY is one of the nation’s leading business schools, dedicated to preparing a new kind of business leader – one with the deep technical skills, broad global perspective, and high ethical standards required to make a difference in an ever-changing world. Our rich, diverse arts and sciences program, combined with an advanced business curriculum, prepares informed professionals who make an impact in their chosen fields. Located on a classic New England campus minutes from Boston, Bentley is a dynamic community of leaders, scholars and creative thinkers. The Graduate School emphasizes the impact of technology on business practice, in offerings that include MBA and Master of Science programs, PhD programs in accountancy and in business, and customized executive education programs. The university enrolls approximately 4,100 full-time undergraduate, 140 adult part-time undergraduate, 1,430 graduate, and 34 doctoral students. Bentley is accredited by the New England Association of Schools and Colleges; AACSB International – The Association to Advance Collegiate Schools of Business; and the European Quality Improvement System, which benchmarks quality in management and business education. Job Summary: The Department of Mathematical Sciences at Bentley University—an independent, private business-oriented university located in suburban Boston—invites applications for a tenure track position beginning Fall 2019. We seek candidates to add to our strengths in applied statistics, data science, machine learning, and applied mathematics. Candidates with the ability and willingness to teach in more than one of these areas at both the undergraduate and graduate levels are especially attractive. The rank and salary will be commensurate with experience.The Mathematical Sciences Department offers undergraduate degrees in mathematical sciences, actuarial sciences, and data analytics and an MS in Business Analytics, and it is active in the PhD program in Business, both in teaching and in doctoral student supervision. We value collaboration with faculty in other departments and have a particularly strong record of leadership in such activities. Candidates are encouraged to learn more about our department by visiting http://www.bentley.edu/mathematics/.",2018-12-29
UF Job Board,Research Assistant Professor,University of Rochester,2018-08-17,http://forms.stat.ufl.edu/statistics-jobs/entry/4970/?pagenum=9,"The Department of Neurology at the University of Rochester, Rochester NY, is seeking a Research Assistant Professor with expertise in neuroimaging to join a multidisciplinary team investigating disorders of the central nervous system. The team includes expertise in MR Physics, Computational Biology, Neuroimaging, Neurovascular, Neuro-Oncology, Neuro-Infectious Diseases, Neuropsychology and Vascular Biology. Additional areas of research anticipated to become active within the next year include sleep disorders and pain.Dedicated research 3T Siemens Prisma scanner. Projects are also conducted at several clinical 3T GE and 3T Siemens scanner and at a Siemens PET/MRI. Analyses with demanding computations are done at Center for Integrated Research Computing which houses IBM Blue Gene/Q (1,024 nodes, 16,384 CPU cores, 16 TB RAM, 209 TeraFLOPS) and BlueHive Cluster (284 nodes, 5,656 CPU cores, 21 TB RAM, 210 TeraFLOPS). Processes and analyzes neuroimaging data directly or indirectly via supervision of graduate students, working closely with other lab members. Contributes to MRI protocol development in collaboration with the team’s MR physicists. Trains graduate students on protocols, procedures, documentation, programming, and use of databases as appropriate.Provides oversight of quality, safety, and consistency across research studies as assigned. Maintains detailed logs of work flow procedures and generated codes and scripts. Collaborates with Principal Investigator, study teams, and data management teams to ensure scientific and administrative study components align. Promotes communication and assists in identification and resolution of imaging-related operational issues as related to the research studies. Participates in study team meetings and provides updates on project status and changes in imaging practices/requirements as needed. Contributes to development of manuscripts and grant applications. Keeps current with study-specific training, institutional certifications/policies, industry standards and best practices.",2018-11-30
UF Job Board,Postdoctoral research fellow,University of Pennsylvania,2018-08-16,http://forms.stat.ufl.edu/statistics-jobs/entry/4967/?pagenum=9,"The University of Pennsylvania (UPenn) provides an outstanding training environment for biomedical research. Penn School of Medicine is an internationally recognized leader in the creation of new knowledge and one of the finest medical schools in the United States, in which it is consistently at the forefront of new developments and innovations in the biomedical research. There are countless collaborations among faculty from different departments at UPenn to conduct research through resource sharing and interdisciplinary communication. In addition to inner campus collaboration, UPenn has central ties with other frontier institutes, which include but are not limited to Children’s Hospital of Philadelphia and National Institutes of Health (NIH). This situation allows postdoctoral research fellows to easily take advantage and build an academic network for their long-term career goal. The postdoctoral research fellows will develop statistical and computational methods to leverage multiple healthcare data (e.g., electronic health record data, national pharmacovigilance data, health data from distributed research networks) for precision medicine. The fellows will also have opportunities to collaborate with prominent principal investigators at UPenn Perelman School of Medicine and at Children's Hospital of Philadelphia. The fellows are expected to lead multiple research projects, develop methods and software pipelines, perform data analysis, and contribute to manuscripts. The fellows will work in a team environment, under the supervision of the Principal Investigator, Dr. Jing Huang.Topics of particular interest include but are not limited to: (1) Electronic Health Records based knowledge discovery accounting for measurement errors and missing data; (2) patient profiling using machine learning approaches to support integrated, patient-centered intervention (3) data and evidence synthesis in healthcare systems to improve patient care  (4) development of open-source software to engineer implementations of proposed methods in larger scale.",2018-12-31
UF Job Board,Tenure-Track Assistant Professor,"School of Statistics, University of Minnesota - Twin Cities",2018-08-15,http://forms.stat.ufl.edu/statistics-jobs/entry/4963/?pagenum=9,"About the DepartmentThe School of Statistics is a leading center of statistical practice, education, and research.  There are currently 19 full­-time faculty members and one joint faculty member with Psychology.  The School offers B.A., B.S., M.S., and Ph. D. degree programs, and has approximately 270 undergraduate majors and approximately 115 graduate students.  Several of the school’s faculty members are affiliated with the M.S. in Data Science degree program.  The school also directs the Institute for Research on Statistics and its Applications (IRSA), which facilitates interdisciplinary research involving statistics and data science.  For more information, please visit the School’s website, https://cla.umn.edu/statistics.   About the CollegeEstablished in 1868, the College of Liberal Arts supports the University of Minnesota's land­ grant mission as home to disciplines in the arts, humanities, and social sciences.  The College of Liberal Arts values diverse cultures, experiences, and perspectives as key to innovation and excellent education.  For more information, visit www.cla.umn.edu.The College of Liberal Arts is committed to intellectual freedom, the pursuit of new knowledge, and the belief that the liberal arts are the foundation of academic learning.  CLA prepares students to be independent and original thinkers, innovators in their chosen fields; to create meaning in their lives and in their life's work; and to become productive citizens and leaders in their communities and the world. About the UniversityThe University of Minnesota, Twin Cities (UMTC), is among the largest public research universities in the country, offering undergraduate, graduate, and professional students a multitude of opportunities for study and research.  Located at the heart of one of the nation's most vibrant, diverse metropolitan communities, students on the campuses in Minneapolis and St. Paul benefit from extensive partnerships with world-renowned health centers, international corporations, government agencies, and arts, nonprofit, and public service organizations.DiversityThe University recognizes and values the importance of diversity and inclusion in enriching the employment experience of its employees and in supporting the academic mission.  The University is committed to attracting and retaining employees with varying identities and backgrounds.The University of Minnesota shall provide equal access to and opportunity in its programs, facilities, and employment without regard to race, color, creed, religion, national origin, gender, age, marital status, disability, public assistance status, veteran status, sexual orientation, gender identity, or gender expression. To learn more about diversity at the U: https://diversity.umn.edu/. To request an accommodation during the application process, please e-mail employ@umn.edu or call (612) 624-UOHR (8647). The School of Statistics in the College of Liberal Arts at the University of Minnesota-Twin Cities invites applications for two full­-time, tenure-track positions to begin fall semester 2019 (08/26/2019).  Appointments will be 100% time over the nine-month academic year (late-­August to late-­May), and salary is competitive.  Appointments will be made at the rank of tenure-­track assistant professor, depending on qualifications and experience, and consistent with collegiate and University policy.About the JobFaculty in the School of Statistics in the College of Liberal Arts are expected to maintain an active research program in statistics, develop and teach undergraduate and graduate courses, advise undergraduate and graduate students, and contribute service appropriate for the rank of the appointment to the department, college, University, and profession. The Standards for Promotion and Tenure in the School of Statistics are available at:https://faculty.umn.edu/sites/faculty.umn.edu/files/statistics.pdf  The Workload Principles and Guidelines for Regular Faculty in the College of Liberal Arts are available at: https://sites.google.com/a/umn.edu/cla-intranet/ofaa/resources/workload-principles--guidelines",2018-11-10
UF Job Board,Tenure-Track Faculty Positions,University of Michigan,2018-08-15,http://forms.stat.ufl.edu/statistics-jobs/entry/4962/?pagenum=9,"The University of Michigan offers competitive salaries and excellent benefits. Ann Arbor is a progressive city of about 118,000 year-round residents, and approximately 43,000 students, with excellent schools and a wide variety of sporting and musical activities. It is rated very highly in national surveys for its quality of life and has the amenities of a city many times its size. The Department of Biostatistics at the University of Michigan is seeking applicants for two tenure-track faculty positions to begin in Fall 2019. Outstanding candidates at the Associate and Full Professor rank will also be considered. Candidates must have a strong research background with a doctoral degree in biostatistics, statistics, mathematics, the computational sciences or a related field. Candidates being considered for this position will be expected to develop an outstanding research and teaching program. A particular focus of this search is on candidates who are interested in statistical and machine learning, computational statistics, methods for the analysis of electronic health records, methods for big data, data integration, causal inference, high-dimensional data, genomics and precision health. Excellent candidates with other research focus will also be considered and are encouraged to apply. The Department of Biostatistics has 46 faculty members and 197 full-time PhD and Master’s students.  The Department is involved in cutting edge methodological research   and scientific investigation in many areas of public health and biomedical research. The Department has close ties with the Department of Statistics, the Institute for Social Research, the Medical School, the Michigan Institute for Data Science, The Institute of Health Policy and Innovation and other research groups across campus.  The University of Michigan is an affirmative action/equal opportunity employer. Applications from women and minorities are welcomed and strongly encouraged.",2018-12-31
UF Job Board,Albaugh Visiting Assistant Professor in Statistics,Willamette University,2018-08-14,http://forms.stat.ufl.edu/statistics-jobs/entry/4960/?pagenum=9,"www.willamette.edu The Mathematics Department at Willamette University invites applicants for a two-year visiting position in statistics, with the possibility of renewal for an additional two-year term, beginning August 2019. Second year is subject to satisfactory evaluations.Willamette is a small, highly selective private university of 2500 students, 1900 of them enrolled in our undergraduate College of Liberal Arts. We are located in Salem, Oregon, the state capital, which lies 45 miles south of Portland. The department currently has six tenure-line faculty members and graduates about 12 majors and 7 minors annually. Computer Science is a separate department.  For further departmental information, see http://www.willamette.edu/cla/math.All professors at Willamette are expected to teach non-majors as well as majors and to contribute to the College’s General Education curriculum. Specific teaching responsibilities for this position include 6 classes per year in statistics at various levels, or related coursework. The department seeks candidates with broad intellectual interests, a commitment to innovative pedagogy, and an interest in participating in the life of the department and university.Willamette University believes that a diverse, inclusive community is essential to achieving academic excellence; accordingly, we seek candidates who not only have the potential to become outstanding teachers and scholars, but also whose work furthers equity and inclusion, and who will bring to campus varied experiences, perspectives, and backgrounds. The College of Liberal Arts enrolls a substantial number of low-income, first-generation, and underrepresented students of color.  Over the past two years, 22% of our students were first-generation; 24% were Pell-eligible; and 26% identified as African American, Hispanic/Latino, Native American/Alaska Native, Native Hawaiian/Pacific Islander, or of two or more ethnic backgrounds.",2019-02-15
UF Job Board,Assistant Professor Tenure Track in Statistics 15616,University of British Columbia,2018-08-13,http://forms.stat.ufl.edu/statistics-jobs/entry/4957/?pagenum=9,"Please visit our website www.stat.ubc.ca Two Assistant Professor Tenure Track Positions in Statistics (#15616)The Department of Statistics (www.stat.ubc.ca) at the University of British Columbia (www.ubc.ca) invites applications from outstanding new investigators for two tenure-track positions at the rank of Assistant Professor with an anticipated start date of July 1, 2019 or January 1, 2020. Candidates must have a Ph.D. in Statistics, Biostatistics or a related field. Candidates must also demonstrate excellence or potential for excellence in both teaching and research. The successful candidate should have a strong record of research productivity commensurate with their experience and will be expected to develop an independent research program in an area that complements existing Department expertise and aligns with opportunities at UBC. The successful candidate will also be expected to effectively teach undergraduate and graduate Statistics courses and supervise Statistics M.Sc. and Ph.D. students.The Department of Statistics is a leading international centre for statistical science. Faculty members excel in both theory and methods research as well as collaborative research with domain-area experts. The faculty’s current research areas include statistical genomics, machine learning, computational statistics, Bayesian methods, spatio-temporal modelling, ecological statistics, robust methods, biostatistics, statistical finance, multivariate dependence and extremes, computer experiments, nonparametric and functional data analysis, mixture models and empirical likelihood. The Department is home to the Applied Statistics and Data Science Group (ASDa), which supports research and graduate-level training both inside and outside the department. The Department also hosts a vibrant graduate program as well as growing undergraduate programs and, with the Computer Science Department, co-offers a Master of Data Science. Recent initiatives see the Department emerging as a hub for innovation in statistical education.The Department is heavily engaged in UBC data science opportunities. In addition to co-offering the Master of Data Science, which is now in its third year of operation, and offering a new first year Data Science course, the Department is actively involved in the new Faculty of Science’s research-focused Data Science Institute, which brings together a critical mass of Data Science researchers at UBC. ASDa is active in data science training and the support of faculty cross-disciplinary research collaborations. The position is subject to final budgetary approval.Applicants should send a detailed curriculum vitae, a statement of vision for their research program, and a statement of teaching and training philosophy to search@stat.ubc.ca with email Subject line “Application for Statistics Assistant Professor (#15616)” by Wednesday, October 17, 2018. Applicants should also supply the names of three references and arrange for these references to submit their letters to references@stat.ubc.ca by the same deadline. Equity and diversity are essential to academic excellence. An open and diverse community fosters the inclusion of voices that have been underrepresented or discouraged. We encourage applications from members of groups that have been marginalized on any grounds enumerated under the B.C. Human Rights Code, including sex, sexual orientation, gender identity or expression, racialization, disability, political belief, religion, marital or family status, age, and/or status as a First Nation, Métis, Inuit, or Indigenous person.All qualified candidates are encouraged to apply; however, Canadians and permanent residents will be given priority.",2018-10-17
UF Job Board,Assistant Professor Grant Tenure Track in Biostatistics,University of British Columbia,2018-08-13,http://forms.stat.ufl.edu/statistics-jobs/entry/4956/?pagenum=9,"Please check out our website www.stat.ubc.ca and www.bcchr.ca Assistant Professor Grant Tenure-Track in Biostatistics (#45442)The Department of Statistics (www.stat.ubc.ca) at the University of British Columbia (www.ubc.ca) and BC Children’s Hospital Research Institute (bcchr.ca) invite applications from outstanding investigators for a full time academic position at the rank of Assistant Professor, grant tenure-track in the UBC Department of Statistics, with a concurrent appointment as an Investigator within the BC Children’s Hospital Research Institute. The position has an anticipated start date of July 1, 2019 or January 1, 2020.Candidates must have a Ph.D. in Statistics, Biostatistics, or a related field. Candidates must also demonstrate excellence or potential for excellence in both teaching and research and should have a strong record of research productivity commensurate with their experience. The successful candidate will be expected to develop an independent research program, to engage in developing and applying statistical methods to biomedical data arising from clinical trials, clinical and administrative databases and data-intense biological technologies such as medical imaging and metabolomics, and to catalyze synergies between investigators within the Department of Statistics and across the BC Children’s Hospital Research Institute. As a faculty member, the successful candidate will also be expected to participate effectively in the undergraduate, graduate, and postgraduate teaching activities as well as make academic service contributions.At BC Children’s Hospital Research Institute, the successful candidate will have opportunities to collaborate with a large and diverse community of basic scientists and clinicians. The BC Children Hospital Research Institute consists of over 300 Investigators (clinicians and scientists) forming a dynamic and highly collaborative research community that aims to improve the health of children and their families. The Research Institute is located on the campus of the Children's and Women's Health Centre of BC (C&W), alongside two provincial, tertiary care teaching hospitals (BC Children’s Hospital and BC Women's Hospital). BCCHR has a number of specialized scientific core laboratory and clinical facilities that couple technical expertise and services with state-of-the-art equipment to facilitate health research.  The Department of Statistics is a leading centre for statistical science research in North America. Faculty members excel in both theory and methods research and collaborative research with domain-area scientists. The department is home to the Applied Statistics and Data Science Group, which supports research and training both inside and outside the department. The department also hosts a vibrant graduate program, with around 45 M.Sc. and Ph.D. students, as well as growing undergraduate programs, and, co-operatively with the Computer Science Department, a Master of Data Science and, with the School of Population and Public Health, a Biostatistics focus option for the M.Sc. Recent efforts see the department emerging as a hub for innovation in statistical education.The University of British Columbia (UBC) is a global centre for research and teaching. Surrounded by the beauty of the Canadian West, UBC embraces bold new ways of thinking that attract exceptional students and faculty. It is a place where innovative ideas are nurtured in a globally connected research community, providing unparalleled opportunities to learn, discover and contribute.The position is subject to final budgetary approval.Applicants should send a detailed curriculum vitae, a statement of vision for their research program, and a statement of teaching and training philosophy to search@stat.ubc.ca with email Subject line “Application for Biostatistics Position in Statistics and BCCHR (#45442)” by Wednesday, October 10, 2018. Applicants should also supply the names of three references and arrange for these references to submit their letters to references@stat.ubc.ca by the same deadline. Equity and diversity are essential to academic excellence. An open and diverse community fosters the inclusion of voices that have been underrepresented or discouraged. We encourage applications from members of groups that have been marginalized on any grounds enumerated under the B.C. Human Rights Code, including sex, sexual orientation, gender identity or expression, racialization, disability, political belief, religion, marital or family status, age, and/or status as a First Nation, Métis, Inuit, or Indigenous person.All qualified candidates are encouraged to apply; however, Canadians and permanent residents will be given priority.",2018-10-10
UF Job Board,Statistical Genetic Analyst II,"Vanderbilt University School of Medicine, TN",2018-08-13,http://forms.stat.ufl.edu/statistics-jobs/entry/4955/?pagenum=9,"The Vanderbilt Genetics Institute (VGI) at Vanderbilt University School of Medicine was established to foster scientific interactions at the clinical, molecular, and analytical levels by providing state-of-the-art resources to Vanderbilt scientists involved in genetic and genomic research. VGI is uniquely positioned to enable translational discoveries due to the enormous university-wide investments in biomedical informatics and precision medicine. These investments are exemplified by BioVU, a biobank of genetic material containing over 225k patient samples and Vanderbilt’s lead role in the President’s Precision Medicine Initiative. Our school is committed to the principles of equal opportunity for employment. We are seeking for applicants for the Biostatistician II position at the Vanderbilt Genetics Institute. The Ng lab focus on studies of the genetic architecture of cardiometabolic diseases such as type 2 diabetes, diabetic nephropathy, obesity and cardiovascular diseases, and have particular interest in admixed population of African ancestry. We collaborate extensively with national and international consortia. Projects include genome-wide associations, whole exome/genome sequencing, gene-gene and gene-environment interactions, and metabolomics studies.The successful candidate will have opportunity to work on large-scale consortium datasets, and the EHR-linked Vanderbilt Biobank (BioVU) and the Million Veteran Program (MVP). He/she will work in a team environment with supervision. He/she will apply existing genetics and statistical tool and/or develop new methods such as machine learning to analyze data from these studies. He/she will provide statistical expertise in study design, manage databases, prepare and implement analysis plan, summarize and present results for written reports and oral presentations, and assist in manuscript and grant writing.",2018-12-31
UF Job Board,Postdoctoral Research Fellow,"Vanderbilt University School of Medicine, TN",2018-08-13,http://forms.stat.ufl.edu/statistics-jobs/entry/4954/?pagenum=9,"The Vanderbilt Genetics Institute (VGI) at Vanderbilt University School of Medicine was established to foster scientific interactions at the clinical, molecular, and analytical levels by providing state-of-the-art resources to Vanderbilt scientists involved in genetic and genomic research. VGI is uniquely positioned to enable translational discoveries due to the enormous university-wide investments in biomedical informatics and precision medicine. These investments are exemplified by BioVU, a biobank of genetic material containing over 225k patient samples and Vanderbilt’s lead role in the President’s Precision Medicine Initiative. Our school is committed to the principles of equal opportunity for employment. We are seeking for applicants for the Postdoctoral Research Fellowship at the Vanderbilt Genetics Institute. The Ng lab focus on studies of the genetic architecture of cardiometabolic diseases such as type 2 diabetes, diabetic nephropathy, obesity and cardiovascular diseases, and have particular interest in admixed population of African ancestry. We collaborate extensively with national and international consortia. Projects include genome-wide associations, whole exome/genome sequencing, gene-gene and gene-environment interactions, and metabolomics studies.The successful candidate will have opportunity to work on large-scale consortium datasets, and the EHR-linked Vanderbilt Biobank (BioVU) and the Million Veteran Program (MVP). He/she will work in a team environment . He/she will apply existing genetics, statistics and bioinformatics tool and/or develop new methods such as machine learning to analyze data from these studies. A primary role will be contributing to the design, implementation, manuscript preparation of research projects and assist grant writing.",2018-12-31
UF Job Board,Tenure-Track Faculty Positions,University of Michigan,2018-08-09,http://forms.stat.ufl.edu/statistics-jobs/entry/4944/?pagenum=9,"The University of Michigan offers competitive salaries and excellent benefits. Ann Arbor is a progressive city of about 118,000 year-round residents, and approximately 43,000 students, with excellent schools and a wide variety of sporting and musical activities. It is rated very highly in national surveys for its quality of life and has the amenities of a city many times its size. Please see job ad: https://drive.google.com/file/d/1qhk0k4-A9KMKTId6D8JWvxrdRKUccBSX/view?usp=sharing",2018-12-31
UF Job Board,Tier I Canada Research Chair in Statistics and Actuarial Science and CANSSI Scientific Director,Simon Fraser University,2018-08-07,http://forms.stat.ufl.edu/statistics-jobs/entry/4939/?pagenum=9,"The Department of Statistics and Actuarial Science at Simon Fraser University (SFU), in partnership with the Canadian Statistical Sciences Institute (CANSSI), is seeking applications for a faculty member at the rank of Professor, who will serve as the  Scientific Director of CANSSI.  The appointment as Scientific Director is for a five-year term.  The appointee will be nominated for a Tier 1 Canada Research Chair.SFU, partnering with the University of British Columbia (UBC), has recently led an initiative to establish CANSSI’s first national headquarters at SFU’s Burnaby Campus.  We seek a dynamic individual with abundant energy and strong interpersonal and administrative skills who will lead the start-up of the new headquarters and further the Institute’s mission to promote statistical sciences research and training both in Canada and internationally. The position will be held in conjunction with a Tier I Canada Research Chair (CRC) within the Department of Statistics and Actuarial Science.  This initiative is part of SFU’s strategic commitment to big data and more generally to data sciences, and The new CANSSI headquarters will be a cornerstone of the 25,000 square-foot Big Data Hub on SFU’s Burnaby Campus.  Launched in November 2012, CANSSI is the national institute that advances the development, application, and communication of cutting-edge statistical and data science research and training. CANSSI builds multi-disciplinary collaborations with leadership in statistical science and data science and facilitates new linkages among researchers in academia, industry and government. CANSSI receives its major funding from the Natural Sciences and Engineering Research Council.  CANSSI as a national not for profit corporation is accountable to its funders and to its institutional members.  Originally a virtual institute, CANSSI will establish its physical headquarters on SFU’s main campus in the fall of 2018.  SFU’s main campus is located in Burnaby, BC, a suburb of Vancouver. The campus sits atop a forested mountain in a region renowned for its scenic beauty.  The Department of Statistics and Actuarial Science has 23 faculty members and roughly 60 graduate students. SFU is defined by its dynamic integration of innovative education, cutting-edge research, and far-reaching community engagement.  The metropolitan area offers tremendous opportunity for outdoor activities, as well as unparalleled cultural diversity.  Vancouver is perennially listed among the world’s most livable cities. As an SFU faculty member and CRC, the successful candidate will be responsible for maintaining an active research program, teaching a range of undergraduate or graduate courses in statistics, engaging in research supervision, and participating in department, University, and professional service.  For the term as CANSSI Scientific Director, teaching and service responsibilities will be significantly reduced. As CANSSI Scientific Director, the successful candidate will be responsible for the scientific leadership and overall operation of CANSSI. The Scientific Director serves a 5-year term and reports to the Board of Directors of CANSSI.  The duties include overseeing CANSSI headquarters at SFU’s Burnaby campus; implementing CANSSI’s Strategic Plan; enhancing research partnerships within Canada and with groups throughout the world supporting education, training and communication in the statistical sciences; and exploring new opportunities for growth and funding.",2018-10-15
